"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0ChangedEval","img0FirstEval","img0LastEval","img1","img1ChangedEval","img1FirstEval","img1LastEval","img2","img2ChangedEval","img2FirstEval","img2LastEval","img3","img3ChangedEval","img3FirstEval","img3LastEval","img4","img4ChangedEval","img4FirstEval","img4LastEval","img5","img5ChangedEval","img5FirstEval","img5LastEval","img6","img6ChangedEval","img6FirstEval","img6LastEval","img7","img7ChangedEval","img7FirstEval","img7LastEval","img8","img8ChangedEval","img8FirstEval","img8LastEval","img9","img9ChangedEval","img9FirstEval","img9LastEval","income","moral1","moral2","moral3","moral4","moral5","moral6","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","priceTreatment","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","study1End","study2End","studyEnd","openEnded","condition","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","moral1V","moral2V","moral3V","moral4V","moral5V","moral6V","agencyV","patiencyV","moralV","artV","img0changeEvalTmp","img0initialEvalTmp","img0finalEvalTmp","img1changeEvalTmp","img1initialEvalTmp","img1finalEvalTmp","img2changeEvalTmp","img2initialEvalTmp","img2finalEvalTmp","img3changeEvalTmp","img3initialEvalTmp","img3finalEvalTmp","img4changeEvalTmp","img4initialEvalTmp","img4finalEvalTmp","img5changeEvalTmp","img5initialEvalTmp","img5finalEvalTmp","img6changeEvalTmp","img6initialEvalTmp","img6finalEvalTmp","img7changeEvalTmp","img7initialEvalTmp","img7finalEvalTmp","img8changeEvalTmp","img8initialEvalTmp","img8finalEvalTmp","img9changeEvalTmp","img9initialEvalTmp","img9finalEvalTmp","img8changeEvalV","img8initialEvalV","img8finalEvalV","img10changeEvalV","img10initialEvalV","img10finalEvalV","img3changeEvalV","img3initialEvalV","img3finalEvalV","img4changeEvalV","img4initialEvalV","img4finalEvalV","img5changeEvalV","img5initialEvalV","img5finalEvalV","img6changeEvalV","img6initialEvalV","img6finalEvalV","img1changeEvalV","img1initialEvalV","img1finalEvalV","img9changeEvalV","img9initialEvalV","img9finalEvalV","img7changeEvalV","img7initialEvalV","img7finalEvalV","img2changeEvalV","img2initialEvalV","img2finalEvalV","initEvalV","finalEvalV","changeEvalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"11",14,1983,"Not at all","Not at all","Slightly","Not at all","Not at all","Slightly","Moderately","Yes","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","No","Some college","Male",8,"False",-1,100,3,"False",-1,100,4,"False",-1,200,1,"False",-1,300,10,"False",-1,200,9,"False",-1,400,7,"False",-1,0,2,"False",-1,100,6,"False",-1,200,5,"False",-1,200,"$40,000-$59,999","Not at all","Not at all","Moderately","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Somewhat conservative","No","Min","582c96d8deb7170001db051a","Caucasian","6059bc8cf1936aa6a9f4d447","605990fadf3c32e5e48028c8","{'attCheckEnd': 136182, 'consentEnd': 6732, 'demographicsEnd': 171209, 'introEnd': 18326, 'study0End': 90036, 'study1End': 102426, 'study2End': 117901, 'studyEnd': 128690}","post",136182,6732,171209,18326,90036,102426,117901,128690,"I was surprised that an AI was able to produce things that looked that good.","Min",0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,0,3,0,2,0,0.333333333333333,0,0.833333333333333,2.5,0,100,100,0,100,100,0,200,200,0,300,300,0,200,200,0,400,400,0,0,0,0,100,100,0,200,200,0,200,200,0,100,100,0,200,200,0,100,100,0,200,200,0,200,200,0,200,200,0,300,300,0,400,400,0,0,0,0,100,100,180,180,0,1,0,1,2,0,0,0.666666666666667,38
"12",15,1992,"Somewhat","Somewhat","Moderately","Moderately","Slightly","Somewhat","Moderately","Yes","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","No","Bachelor's degree or lower","Female",5,"False",-1,700,9,"False",-1,400,7,"False",-1,100,6,"False",-1,800,1,"False",-1,300,4,"False",-1,500,3,"False",-1,200,2,"False",-1,100,10,"False",-1,900,8,"False",-1,600,"Less than $20,000","Slightly","Slightly","Somewhat","Slightly","Somewhat","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Min","58348e5545d1d700013eba2d","Caucasian","6059aec1dca2c513781585bf","605990fadf3c32e5e48028c8","{'attCheckEnd': 180360, 'consentEnd': 2362, 'demographicsEnd': 215356, 'introEnd': 19170, 'study0End': 119939, 'study1End': 142566, 'study2End': 157600, 'studyEnd': 172305}","post",180360,2362,215356,19170,119939,142566,157600,172305,"","Min",2,2,3,3,1,2,3,0,0,0,0,0,0,0,1,1,2,1,2,2,2.16666666666667,0,1.5,1.5,0,700,700,0,400,400,0,100,100,0,800,800,0,300,300,0,500,500,0,200,200,0,100,100,0,900,900,0,600,600,0,600,600,0,900,900,0,200,200,0,500,500,0,700,700,0,800,800,0,300,300,0,400,400,0,100,100,0,100,100,460,460,0,3,1,4,4,3,4,3.16666666666667,29
"13",16,1966,"Not at all","Not at all","Not at all","Moderately","Not at all","Moderately","Extremely","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Female",10,"False",-1,1200,6,"False",-1,2000,8,"True",2200,1800,9,"True",2700,1800,5,"False",2700,2500,1,"True",2100,1300,4,"False",2100,1100,3,"True",1000,1800,2,"False",1000,900,7,"False",1000,2100,"$100,000-$150,000","Moderately","Moderately","Extremely","Extremely","Extremely","Somewhat","Not at all","Slightly","Not at all","Slightly","Not at all","Not at all","Moderately","Liberal","No","Mean","58477607f1b9b3000192bb01","Caucasian","605a9760c07859a16cea5d94","605990fadf3c32e5e48028c8","{'attCheckEnd': 349242, 'consentEnd': 15635, 'demographicsEnd': 420292, 'introEnd': 48272, 'study0End': 232977, 'study1End': 269045, 'study2End': 303820, 'studyEnd': 336010}","post",349242,15635,420292,48272,232977,269045,303820,336010,"Good quality - I liked them.","Median",0,0,0,3,0,3,4,0,1,0,1,0,0,3,3,3,4,4,4,2,1,0.333333333333333,3.33333333333333,3.5,0,1200,1200,0,2000,2000,-400,2200,1800,-900,2700,1800,0,2500,2500,-800,2100,1300,0,1100,1100,800,1000,1800,0,900,900,0,2100,2100,-400,2200,1800,0,1200,1200,800,1000,1800,0,1100,1100,0,2500,2500,0,2000,2000,-800,2100,1300,-900,2700,1800,0,2100,2100,0,900,900,1780,1650,-130,0,0,0,2,0,0,0.333333333333333,55
"14",18,1987,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","No","Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","No","Bachelor's degree or lower","Male",5,"True",3700,3700,1,"False",3700,5300,4,"False",3700,2300,3,"False",3700,1200,9,"False",3700,1800,7,"True",800,700,10,"True",700,800,6,"False",700,1000,2,"False",700,700,8,"False",700,900,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Min","590208c89571f50001c666e3","Caucasian","605ab7c61f14f366f71c03c6","605990fadf3c32e5e48028c8","{'attCheckEnd': 189612, 'consentEnd': 12703, 'demographicsEnd': 220486, 'introEnd': 33423, 'study0End': 133507, 'study1End': 159052, 'study2End': 172595, 'studyEnd': 184405}","post",189612,12703,220486,33423,133507,159052,172595,184405,"","Min",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3700,3700,0,5300,5300,0,2300,2300,0,1200,1200,0,1800,1800,-100,800,700,100,700,800,0,1000,1000,0,700,700,0,900,900,0,900,900,100,700,800,0,1200,1200,0,2300,2300,0,3700,3700,0,1000,1000,0,5300,5300,0,1800,1800,-100,800,700,0,700,700,1840,1840,0,3,2,3,3,3,4,3,34
"15",20,1993,"Not at all","Slightly","Somewhat","Somewhat","Slightly","Slightly","Moderately","No","Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","Yes","Graduate degree","Female",7,"False",-1,500,2,"False",-1,1500,9,"True",1000,700,10,"False",1000,700,8,"False",1000,800,5,"True",1000,800,4,"False",1000,600,1,"True",1200,1000,6,"False",1200,800,3,"False",1200,900,"$80,000-$99,999","Slightly","Not at all","Somewhat","Not at all","Somewhat","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Liberal","No","Min","59417543c768a500011c9731","Caucasian","605ab7eea5f8f90780657845","605990fadf3c32e5e48028c8","{'attCheckEnd': 307543, 'consentEnd': 12407, 'demographicsEnd': 363939, 'introEnd': 29873, 'study0End': 205014, 'study1End': 245233, 'study2End': 272757, 'studyEnd': 296992}","post",307543,12407,363939,29873,205014,245233,272757,296992,"I thought the images were generally pretty nice!","Min",0,1,2,2,1,1,3,1,0,0,0,0,0,2,1,0,2,0,2,0,1.16666666666667,0.166666666666667,0.833333333333333,2.5,0,500,500,0,1500,1500,-300,1000,700,0,700,700,0,800,800,-200,1000,800,0,600,600,-200,1200,1000,0,800,800,0,900,900,0,800,800,0,700,700,0,900,900,0,600,600,-200,1000,800,0,800,800,-200,1200,1000,-300,1000,700,0,500,500,0,1500,1500,900,830,-70,2,1,3,2,0,1,1.5,28
"16",21,1989,"Not at all","Slightly","Not at all","Somewhat","Slightly","Slightly","Somewhat","No","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Bachelor's degree or lower","Female",1,"False",-1,3000,8,"False",-1,1000,2,"False",-1,3300,9,"False",-1,1800,3,"False",-1,1500,7,"False",-1,500,10,"False",-1,2600,4,"False",-1,2000,5,"False",-1,3000,6,"False",-1,2600,"$20,000-$39,999","Not at all","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Mean","594a964c215cbd000146de75","Hispanic","605ab7994da5fb585a4707bd","605990fadf3c32e5e48028c8","{'attCheckEnd': 990306, 'consentEnd': 13027, 'demographicsEnd': 1030973, 'introEnd': 814938, 'study0End': 828997, 'study1End': 855602, 'study2End': 870299, 'studyEnd': 972282}","pre",990306,13027,1030973,814938,828997,855602,870299,972282,"","Pre",0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0.833333333333333,0,0.333333333333333,1,0,3000,3000,0,1000,1000,0,3300,3300,0,1800,1800,0,1500,1500,0,500,500,0,2600,2600,0,2000,2000,0,3000,3000,0,2600,2600,0,1000,1000,0,2600,2600,0,1500,1500,0,2000,2000,0,3000,3000,0,2600,2600,0,3000,3000,0,1800,1800,0,500,500,0,3300,3300,2130,2130,0,0,3,0,0,0,0,0.5,32
"17",22,1997,"Slightly","Not at all","Not at all","Somewhat","Not at all","Somewhat","Moderately","Yes","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Male",7,"True",100,1500,4,"False",100,1200,8,"False",100,2200,2,"False",100,1600,9,"True",2700,2000,3,"False",2700,1800,6,"False",2700,1800,10,"False",2700,2200,5,"False",2700,1700,1,"True",2100,1900,"$40,000-$59,999","Not at all","Not at all","Slightly","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Mean","59613e627ab4ce00017b8631","Caucasian","605a96eb30cc4bde92838011","605990fadf3c32e5e48028c8","{'attCheckEnd': 313328, 'consentEnd': 14731, 'demographicsEnd': 415542, 'introEnd': 69555, 'study0End': 233708, 'study1End': 247746, 'study2End': 271284, 'studyEnd': 294190}","post",313328,14731,415542,69555,233708,247746,271284,294190,"I thought that some of them were pretty nice. They all looked pretty aesthetically pleasing to me.","Median",1,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0.833333333333333,0,0.5,1.5,1400,100,1500,0,1200,1200,0,2200,2200,0,1600,1600,-700,2700,2000,0,1800,1800,0,1800,1800,0,2200,2200,0,1700,1700,-200,2100,1900,0,2200,2200,0,2200,2200,0,1800,1800,0,1200,1200,0,1700,1700,0,1800,1800,-200,2100,1900,-700,2700,2000,1400,100,1500,0,1600,1600,1740,1790,50,0,1,2,1,0,0,0.666666666666667,24
"18",23,1992,"Moderately","Extremely","Extremely","Extremely","Moderately","Extremely","Extremely","Yes","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","Bachelor's degree or lower","Female",4,"True",4900,3400,1,"False",4900,300,6,"False",4900,2000,9,"False",4900,600,3,"False",4900,300,8,"False",4900,600,2,"False",4900,700,5,"False",4900,1700,7,"False",4900,200,10,"False",4900,1000,"$100,000-$150,000","Extremely","Extremely","Extremely","Extremely","Extremely","Extremely","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Extremely","Liberal","No","Min","59ad6f1e09709e00013c2ba5","Caucasian","605ab6e3be51b749d5ba4bd5","605990fadf3c32e5e48028c8","{'attCheckEnd': 311820, 'consentEnd': 94464, 'demographicsEnd': 356097, 'introEnd': 117849, 'study0End': 235610, 'study1End': 253619, 'study2End': 292030, 'studyEnd': 304930}","post",311820,94464,356097,117849,235610,253619,292030,304930,"I thought they were interesting! Some of them seemed like blends of 2 or more paintings and I was really curious to see what the AI had made.","Min",3,4,4,4,3,4,4,0,0,0,0,0,0,4,4,4,4,4,4,4,3.66666666666667,0,4,4,-1500,4900,3400,0,300,300,0,2000,2000,0,600,600,0,300,300,0,600,600,0,700,700,0,1700,1700,0,200,200,0,1000,1000,0,600,600,0,1000,1000,0,300,300,-1500,4900,3400,0,1700,1700,0,2000,2000,0,300,300,0,600,600,0,200,200,0,700,700,1230,1080,-150,0,0,0,0,0,0,0,29
"19",24,1957,"Not at all","Not at all","Not at all","Slightly","Not at all","Not at all","Somewhat","No","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","No","Graduate degree","Male",8,"True",100,1000,1,"False",100,400,6,"False",100,500,2,"False",100,800,5,"False",100,1300,3,"False",100,300,4,"False",100,800,7,"False",100,200,9,"False",100,3500,10,"False",100,600,"Less than $20,000","Not at all","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Max","59cc6c0246f7210001906b71","Caucasian","605ab768763b53103d4d36f9","605990fadf3c32e5e48028c8","{'attCheckEnd': 487989, 'consentEnd': 152654, 'demographicsEnd': 556943, 'introEnd': 206205, 'study0End': 408906, 'study1End': 434852, 'study2End': 454278, 'studyEnd': 471213}","post",487989,152654,556943,206205,408906,434852,454278,471213,"The images looked quite realistic, but not the same quality as a real artist could make them. A couple of them looked quite nice.","Max",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.166666666666667,0,0.166666666666667,1,900,100,1000,0,400,400,0,500,500,0,800,800,0,1300,1300,0,300,300,0,800,800,0,200,200,0,3500,3500,0,600,600,900,100,1000,0,600,600,0,300,300,0,800,800,0,1300,1300,0,500,500,0,400,400,0,3500,3500,0,200,200,0,800,800,850,940,90,1,1,1,2,1,1,1.16666666666667,64
"20",25,1994,"Not at all","Somewhat","Somewhat","Moderately","Moderately","Slightly","Moderately","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Yes","High school or lower","Male",7,"False",-1,100,9,"False",-1,1500,2,"False",-1,1600,10,"False",-1,1000,5,"False",-1,400,1,"False",-1,700,3,"False",-1,500,4,"False",-1,400,8,"False",-1,200,6,"False",-1,300,"$20,000-$39,999","Not at all","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Min","59ff81fd5d06850001afeeab","African American","6059b8c7b7f1d2d03fc5022a","605990fadf3c32e5e48028c8","{'attCheckEnd': 622179, 'consentEnd': 19779, 'demographicsEnd': 659702, 'introEnd': 299249, 'study0End': 392941, 'study1End': 536036, 'study2End': 596846, 'studyEnd': 615411}","post",622179,19779,659702,299249,392941,536036,596846,615411,"","Min",0,2,2,3,3,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1.83333333333333,0,0.333333333333333,1.5,0,100,100,0,1500,1500,0,1600,1600,0,1000,1000,0,400,400,0,700,700,0,500,500,0,400,400,0,200,200,0,300,300,0,200,200,0,1000,1000,0,500,500,0,400,400,0,400,400,0,300,300,0,700,700,0,1500,1500,0,100,100,0,1600,1600,670,670,0,0,0,0,1,0,0,0.166666666666667,27
"21",26,1991,"Somewhat","Somewhat","Somewhat","Extremely","Somewhat","Somewhat","Somewhat","No","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","High school or lower","Male",6,"True",5700,2600,3,"False",5700,2200,7,"False",5700,800,1,"False",5700,5400,2,"False",5700,2800,8,"False",5700,2000,10,"True",3400,2800,4,"True",4600,1700,9,"False",4600,2600,5,"False",4600,2600,"$20,000-$39,999","Extremely","Not at all","Extremely","Extremely","Extremely","Extremely","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Mean","5a3bdd2c8d005a0001829f3e","Hispanic","605d2289e5e62f65101e5697","605990fadf3c32e5e48028c8","{'attCheckEnd': 206006, 'consentEnd': 15344, 'demographicsEnd': 243150, 'introEnd': 60872, 'study0End': 77056, 'study1End': 88280, 'study2End': 105080, 'studyEnd': 196159}","pre",206006,15344,243150,60872,77056,88280,105080,196159,"They were really nice!","Pre",2,2,2,4,2,2,2,0,0,0,0,0,0,0,4,0,4,4,4,4,2.33333333333333,0,3.33333333333333,1,-3100,5700,2600,0,2200,2200,0,800,800,0,5400,5400,0,2800,2800,0,2000,2000,-600,3400,2800,-2900,4600,1700,0,2600,2600,0,2600,2600,0,2000,2000,-600,3400,2800,0,2200,2200,-2900,4600,1700,0,2600,2600,-3100,5700,2600,0,5400,5400,0,2600,2600,0,800,800,0,2800,2800,3210,2550,-660,0,0,0,0,0,0,0,30
"22",27,1989,"Extremely","Somewhat","Not at all","Moderately","Not at all","Moderately","Extremely","No","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Yes","Bachelor's degree or lower","Male",4,"False",-1,10000,9,"False",-1,1000,1,"True",2800,1700,2,"False",2800,400,7,"False",2800,100,5,"False",2800,3900,6,"False",2800,900,3,"False",2800,1200,10,"False",2800,4900,8,"False",2800,3600,"$80,000-$99,999","Slightly","Not at all","Extremely","Somewhat","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Moderate","No","Mean","5a4afdd835c9d50001fdd1c0","Caucasian","605ab8c4fa0aee2b4cea3bc6","605990fadf3c32e5e48028c8","{'attCheckEnd': 133884, 'consentEnd': 3461, 'demographicsEnd': 184126, 'introEnd': 19071, 'study0End': 79403, 'study1End': 93585, 'study2End': 110871, 'studyEnd': 125343}","post",133884,3461,184126,19071,79403,93585,110871,125343,"I think they were relatively human like, just off by a bit - they clearly emulate certain styles of painting, but perhaps an amalgamation of styles, rather than just one style.","Median",4,2,0,3,0,3,4,0,0,0,0,0,0,2,1,0,4,2,2,0,2,0,1.5,3,0,10000,10000,0,1000,1000,-1100,2800,1700,0,400,400,0,100,100,0,3900,3900,0,900,900,0,1200,1200,0,4900,4900,0,3600,3600,0,3600,3600,0,4900,4900,0,1200,1200,0,10000,10000,0,3900,3900,0,900,900,-1100,2800,1700,0,1000,1000,0,100,100,0,400,400,2880,2770,-110,1,0,2,0,1,2,1,32
"23",28,1980,"Moderately","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Moderately","No","Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","No","Bachelor's degree or lower","Female",7,"False",-1,300,5,"False",-1,600,4,"False",-1,800,8,"False",-1,1400,1,"False",-1,1500,10,"False",-1,1600,3,"False",-1,1800,9,"False",-1,2600,6,"False",-1,1100,2,"False",-1,1100,"More than $150,000","Slightly","Not at all","Somewhat","Not at all","Slightly","Slightly","Not at all","Not at all","Not at all","Slightly","Not at all","Not at all","Slightly","Liberal","No","Mean","5a6d67dbe70ca900017adb9c","Caucasian","605d2291c037ff64dee52edb","605990fadf3c32e5e48028c8","{'attCheckEnd': 813182, 'consentEnd': 487091, 'demographicsEnd': 860430, 'introEnd': 622533, 'study0End': 644424, 'study1End': 658722, 'study2End': 675130, 'studyEnd': 805488}","pre",813182,487091,860430,622533,644424,658722,675130,805488,"I genuinely liked several of them and the fact that they were created by AI made them more appealing. ","Pre",3,2,2,2,2,2,3,0,0,0,1,0,0,1,1,0,2,0,1,1,2.16666666666667,0.166666666666667,0.833333333333333,2,0,300,300,0,600,600,0,800,800,0,1400,1400,0,1500,1500,0,1600,1600,0,1800,1800,0,2600,2600,0,1100,1100,0,1100,1100,0,1400,1400,0,1600,1600,0,1800,1800,0,800,800,0,600,600,0,1100,1100,0,1500,1500,0,2600,2600,0,300,300,0,1100,1100,1280,1280,0,3,1,3,2,3,3,2.5,41
"24",29,1999,"Not at all","Somewhat","Somewhat","Moderately","Slightly","Moderately","Somewhat","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","No","High school or lower","Male",9,"False",-1,3000,6,"False",-1,4500,10,"False",-1,2500,1,"False",-1,600,5,"False",-1,1800,2,"False",-1,2200,3,"False",-1,1200,8,"False",-1,1500,7,"False",-1,200,4,"False",-1,2500,"$40,000-$59,999","Not at all","Not at all","Moderately","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderately","Somewhat liberal","No","Mean","5a947fb0f05361000171b5a3","Caucasian","605ab71fd5a8e5d2dbc1d3d3","605990fadf3c32e5e48028c8","{'attCheckEnd': 263628, 'consentEnd': 13765, 'demographicsEnd': 320857, 'introEnd': 38330, 'study0End': 208561, 'study1End': 222803, 'study2End': 240564, 'studyEnd': 254221}","post",263628,13765,320857,38330,208561,222803,240564,254221,"","Median",0,2,2,3,1,3,2,0,0,0,0,0,0,3,0,0,3,0,1,0,1.83333333333333,0,0.666666666666667,2.5,0,3000,3000,0,4500,4500,0,2500,2500,0,600,600,0,1800,1800,0,2200,2200,0,1200,1200,0,1500,1500,0,200,200,0,2500,2500,0,1500,1500,0,2500,2500,0,1200,1200,0,2500,2500,0,1800,1800,0,4500,4500,0,600,600,0,3000,3000,0,200,200,0,2200,2200,2000,2000,0,0,0,0,0,0,1,0.166666666666667,22
"25",30,1990,"Slightly","Slightly","Slightly","Slightly","Slightly","Somewhat","Not at all","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","No","High school or lower","Male",4,"False",-1,1600,9,"False",-1,100,10,"False",-1,600,8,"False",-1,200,2,"False",-1,100,3,"False",-1,500,6,"False",-1,1300,7,"False",-1,100,5,"False",-1,400,1,"False",-1,1900,"$20,000-$39,999","Somewhat","Not at all","Slightly","Not at all","Slightly","Extremely","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Mean","5aa637861eda41000136d5d2","African American","605a96adcce8c46701ef3cf7","605990fadf3c32e5e48028c8","{'attCheckEnd': 579428, 'consentEnd': 321839, 'demographicsEnd': 615453, 'introEnd': 341588, 'study0End': 462628, 'study1End': 482396, 'study2End': 502724, 'studyEnd': 571278}","post",579428,321839,615453,341588,462628,482396,502724,571278,"The images look like they were taken from a google search.","Median",1,1,1,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,1,4,1.16666666666667,0,1.33333333333333,0,0,1600,1600,0,100,100,0,600,600,0,200,200,0,100,100,0,500,500,0,1300,1300,0,100,100,0,400,400,0,1900,1900,0,200,200,0,600,600,0,500,500,0,1600,1600,0,400,400,0,1300,1300,0,1900,1900,0,100,100,0,100,100,0,100,100,680,680,0,4,0,2,4,4,4,3,31
"26",31,1990,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","No","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","No","Some college","Male",2,"False",-1,1100,6,"False",-1,200,8,"False",-1,1300,5,"False",-1,1500,1,"False",-1,400,4,"False",-1,1500,7,"False",-1,3800,9,"False",-1,1000,3,"False",-1,2600,10,"False",-1,1300,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Min","5ac560359534ba0001c74715","Caucasian","605ab6ceb31a11c4f38948e7","605990fadf3c32e5e48028c8","{'attCheckEnd': 216995, 'consentEnd': 7446, 'demographicsEnd': 258360, 'introEnd': 21349, 'study0End': 89828, 'study1End': 163124, 'study2End': 195697, 'studyEnd': 211730}","post",216995,7446,258360,21349,89828,163124,195697,211730,"","Min",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,0,200,200,0,1300,1300,0,1500,1500,0,400,400,0,1500,1500,0,3800,3800,0,1000,1000,0,2600,2600,0,1300,1300,0,1300,1300,0,1300,1300,0,2600,2600,0,1500,1500,0,1500,1500,0,200,200,0,400,400,0,1000,1000,0,3800,3800,0,1100,1100,1470,1470,0,2,2,3,2,4,4,2.83333333333333,31
"27",32,1953,"Moderately","Somewhat","Somewhat","Somewhat","Slightly","Slightly","Somewhat","No","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Male",4,"False",-1,200,10,"False",-1,300,2,"False",-1,100,9,"False",-1,100,1,"False",-1,200,8,"False",-1,200,7,"False",-1,100,6,"False",-1,300,3,"False",-1,100,5,"False",-1,400,"$40,000-$59,999","Not at all","Slightly","Not at all","Somewhat","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Mean","5accdfaebf2ab00001aa8215","Caucasian","605a95be576fd9476234e4b1","605990fadf3c32e5e48028c8","{'attCheckEnd': 294140, 'consentEnd': 10222, 'demographicsEnd': 373842, 'introEnd': 39409, 'study0End': 67684, 'study1End': 102128, 'study2End': 126134, 'studyEnd': 279169}","pre",294140,10222,373842,39409,67684,102128,126134,279169,"Seemed based on historical art, not the contemporary environment we live in.","Pre",3,2,2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,2,1,0,1.83333333333333,0,0.666666666666667,1,0,200,200,0,300,300,0,100,100,0,100,100,0,200,200,0,200,200,0,100,100,0,300,300,0,100,100,0,400,400,0,200,200,0,300,300,0,100,100,0,200,200,0,400,400,0,300,300,0,200,200,0,100,100,0,100,100,0,100,100,200,200,0,0,1,1,1,0,0,0.5,68
