"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0Eval","img1","img1Eval","img2","img2Eval","img3","img3Eval","img4","img4Eval","img5","img5Eval","img6","img6Eval","img7","img7Eval","img8","img8Eval","img9","img9Eval","income","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","studyEnd","openEnded","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","agencyV","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","patiencyV","img10EvalV","img1EvalV","img7EvalV","img5EvalV","img8EvalV","img6EvalV","img9EvalV","img2EvalV","img3EvalV","img4EvalV","evalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"82",90,1998,"Somewhat","Not at all","Somewhat","Moderately","Not at all","Not at all","Moderately",1,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree",0,"Some college","Male",4,1000,2,1500,7,500,1,2000,6,1500,9,4000,5,1500,10,1000,3,1500,8,4500,"More than $150,000","Not at all","Slightly","Not at all","Not at all","Somewhat","Not at all","Somewhat","Liberal","No","5ef13790f2ee4912ebe64a97","Caucasian","60501e1fe36c2926370535b8","605012aa337705b7329e7998","{'attCheckEnd': 246897, 'consentEnd': 11663, 'demographicsEnd': 362418, 'introEnd': 26123, 'study0End': 183913, 'studyEnd': 226424}","post",246897,11663,362418,26123,183913,226424,"Some of the pictures are super cool, I really enjoyed the landscape imagery. The pictures of people's faces seemed a little eerie and uncanny to me.",2,0,2,3,0,0,3,1.16666666666667,0,1,0,0,2,0,2,0.5,1000,2000,500,1500,4500,1500,4000,1500,1500,1000,1900,1,1,0,2,0,1,0.833333333333333,23
"83",91,1969,"Somewhat","Slightly","Slightly","Slightly","Not at all","Not at all","Moderately",0,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",0,"Bachelor's degree or lower","Female",5,8400,9,2500,4,700,8,1500,10,600,2,400,1,5500,3,400,6,1000,7,1100,"$100,000-$150,000","Not at all","Slightly","Slightly","Not at all","Slightly","Slightly","Not at all","Conservative","No","5ef2d157c9260013fe94d10d","Caucasian","6050410900c1d2a98edf527c","605012aa337705b7329e7998","{'attCheckEnd': 238115, 'consentEnd': 22572, 'demographicsEnd': 306365, 'introEnd': 45218, 'study0End': 178629, 'studyEnd': 220290}","post",238115,22572,306365,45218,178629,220290,"Some looked like painted creations.  The mouths looked a little off but overall looked good.  Some did appear pixelated.",2,1,1,1,0,0,3,0.833333333333333,0,1,1,0,1,1,0,0.666666666666667,600,5500,1100,8400,1500,1000,2500,400,400,700,2210,1,1,3,1,0,1,1.16666666666667,52
"84",92,1999,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly",0,"Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree",0,"Some college","Female",1,1000,2,2000,10,6200,4,8000,5,8400,7,5400,9,10000,8,2700,6,4000,3,8800,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f0298ad4a1b58435567e7d4","Asian","60502d552b81cd33356bac86","605012aa337705b7329e7998","{'attCheckEnd': 104845, 'consentEnd': 2396, 'demographicsEnd': 143403, 'introEnd': 20139, 'study0End': 71133, 'studyEnd': 96634}","post",104845,2396,143403,20139,71133,96634,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6200,1000,5400,8400,2700,4000,10000,2000,8800,8000,5650,1,3,1,1,3,1,1.66666666666667,22
"85",93,1990,"Not at all","Not at all","Extremely","Moderately","Not at all","Not at all","Extremely",0,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree",0,"Graduate degree","Female",6,500,2,100,3,100,7,200,4,400,8,1000,5,300,9,1500,10,600,1,2000,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f06828a437e3d1db0526cae","Hispanic","60502e741cfab082c09ea4cc","605012aa337705b7329e7998","{'attCheckEnd': 176526, 'consentEnd': 27643, 'demographicsEnd': 217061, 'introEnd': 39722, 'study0End': 68568, 'studyEnd': 166568}","pre",176526,27643,217061,39722,68568,166568,"The images were so realistic! If I hadn't known it was AI created, I would've thought a human painted them!",0,0,4,3,0,0,4,1.16666666666667,0,0,0,0,0,0,0,0,600,2000,200,300,1000,500,1500,100,100,400,670,1,0,1,3,0,1,1,31
"86",94,1995,"Extremely","Not at all","Extremely","Extremely","Not at all","Somewhat","Extremely",0,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree",0,"Bachelor's degree or lower","Male",1,3500,2,1200,10,200,7,100,9,600,4,3500,3,4400,6,500,5,600,8,4900,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f07dba182caac000c48bc84","Hispanic","605055387b12a2cd7144943e","605012aa337705b7329e7998","{'attCheckEnd': 120831, 'consentEnd': 34899, 'demographicsEnd': 152931, 'introEnd': 48930, 'study0End': 74313, 'studyEnd': 116051}","pre",120831,34899,152931,48930,74313,116051,"",4,0,4,4,0,2,4,2.33333333333333,0,0,0,0,0,0,0,0,200,3500,100,600,4900,500,600,1200,4400,3500,1950,0,0,0,1,0,0,0.166666666666667,26
"87",95,1972,"Somewhat","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all",1,"Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree",1,"Bachelor's degree or lower","Male",6,100,4,100,2,100,8,100,5,200,3,100,1,100,9,100,7,0,10,0,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Conservative","No","5f0d2ad60ad0d6730c380b05","Caucasian","6050408d52b40eddd32ad7e5","605012aa337705b7329e7998","{'attCheckEnd': 733169, 'consentEnd': 264181, 'demographicsEnd': 858594, 'introEnd': 287092, 'study0End': 346085, 'studyEnd': 718170}","pre",733169,264181,858594,287092,346085,718170,"not great but much better than I expected. I would have thought they were created by humans, though sometimes there were some small anomalies.",2,0,2,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,100,0,200,100,100,100,100,100,100,90,2,0,1,3,0,1,1.16666666666667,49
"88",97,1998,"Slightly","Not at all","Slightly","Slightly","Not at all","Not at all","Slightly",1,"Strongly Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",0,"Bachelor's degree or lower","Female",4,1100,5,800,8,1400,6,900,1,1900,2,1700,10,600,3,2900,9,1500,7,600,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","5f127e2f1d332a1daf899ef8","Caucasian","605032e77e62838e9b4668e5","605012aa337705b7329e7998","{'attCheckEnd': 97022, 'consentEnd': 2485, 'demographicsEnd': 146025, 'introEnd': 18602, 'study0End': 65114, 'studyEnd': 90954}","post",97022,2485,146025,18602,65114,90954,"I thought the landscapes were mostly beautiful and well done, but the paintings of people were rather sloppy and worth less than the others. ",1,0,1,1,0,0,1,0.5,0,0,0,0,0,0,1,0,600,1900,600,800,1400,900,1500,1700,2900,1100,1340,1,2,1,1,1,1,1.16666666666667,23
"89",99,1996,"Extremely","Extremely","Extremely","Extremely","Somewhat","Extremely","Somewhat",0,"Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,"Associate degree or lower","Male",6,100,1,700,7,100,9,100,2,400,5,1300,10,100,3,100,4,0,8,400,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f1b1f6a908b2609a62ab7ad","Asian","605040f08e17028a11f9a92f","605012aa337705b7329e7998","{'attCheckEnd': 220117, 'consentEnd': 25175, 'demographicsEnd': 242118, 'introEnd': 68826, 'study0End': 92805, 'studyEnd': 216168}","pre",220117,25175,242118,68826,92805,216168,"The images created by the AI program are indistinguishable to images that are created by humans",4,4,4,4,2,4,2,3.66666666666667,0,0,0,0,0,0,0,0,100,700,100,1300,400,100,100,400,100,0,330,2,2,2,3,2,2,2.16666666666667,25
"90",100,1990,"Not at all","Somewhat","Somewhat","Moderately","Not at all","Somewhat","Moderately",0,"Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree",0,"Some college","Male",10,500,3,1200,1,800,5,600,6,900,7,0,2,300,9,4500,4,400,8,200,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Somewhat liberal","No","5f1cf3c646be2a5d7cda2399","Caucasian","60503b6b99ae8e36d0654f2f","605012aa337705b7329e7998","{'attCheckEnd': 224649, 'consentEnd': 10824, 'demographicsEnd': 299102, 'introEnd': 37266, 'study0End': 89588, 'studyEnd': 211610}","pre",224649,10824,299102,37266,89588,211610,"A lot of the images looked really nice and seemed to have somewhat varying art styles. I personally have no idea how much art is worth, so I went with gut feeling based on how much I liked each one. I particularly really enjoyed the one with the man sitting in the forest that I rated highest cost.",0,2,2,3,0,2,3,1.5,0,0,0,0,0,0,2,0,500,800,0,600,200,900,4500,300,1200,400,940,1,1,3,3,1,2,1.83333333333333,31
"91",101,2000,"Slightly","Extremely","Slightly","Extremely","Somewhat","Moderately","Extremely",0,"Strongly Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",0,"Some college","Male",5,3000,3,4600,9,5800,10,2600,6,4400,4,5200,8,7100,7,2100,2,2800,1,3900,"$40,000-$59,999","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Moderately","Conservative","No","5f1f8a434d3c1c1a2c4fd808","Hispanic","605032c744782f2452204922","605012aa337705b7329e7998","{'attCheckEnd': 146163, 'consentEnd': 12308, 'demographicsEnd': 197450, 'introEnd': 32468, 'study0End': 95651, 'studyEnd': 135029}","post",146163,12308,197450,32468,95651,135029,"they were very intersting.",1,4,1,4,2,3,4,2.5,0,2,0,0,0,0,3,0.333333333333333,2600,3900,2100,3000,7100,4400,5800,2800,4600,5200,4150,3,1,4,2,3,3,2.66666666666667,21
"92",103,1995,"Somewhat","Slightly","Slightly","Slightly","Slightly","Not at all","Somewhat",0,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",0,"High school or lower","Male",4,8500,10,7500,2,2000,6,6000,3,1500,8,1400,1,2200,9,5000,7,500,5,5500,"$80,000-$99,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Liberal","No","5f218ec7604e35564a7ea1ea","Caucasian","6050419b1049df19a45c2658","605012aa337705b7329e7998","{'attCheckEnd': 369261, 'consentEnd': 159785, 'demographicsEnd': 440496, 'introEnd': 170840, 'study0End': 265695, 'studyEnd': 363126}","pre",369261,159785,440496,170840,265695,363126,"A few of them looked pretty basic, some were nicely painted paintings of people from the past, and the rest were decent as well.",2,1,1,1,1,0,2,1,0,0,0,0,0,0,1,0,7500,2200,500,5500,1400,6000,5000,2000,1500,8500,4010,1,0,3,2,1,1,1.33333333333333,26
"93",104,1990,"Somewhat","Somewhat","Slightly","Extremely","Moderately","Moderately","Moderately",0,"Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree",1,"Graduate degree","Female",4,5000,2,2000,7,500,9,8000,8,7500,3,6000,1,8000,6,5000,5,6000,10,4500,"$80,000-$99,999","Not at all","Moderately","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","5f2ce47b390fbc21a8358f9b","Asian","60502b81360be3b308b152f3","605012aa337705b7329e7998","{'attCheckEnd': 134317, 'consentEnd': 4360, 'demographicsEnd': 178957, 'introEnd': 20468, 'study0End': 97706, 'studyEnd': 125679}","post",134317,4360,178957,20468,97706,125679,"Some were really good, and made me go: wow. Are they really AI generated?",2,2,1,4,3,3,3,2.5,0,3,0,0,0,0,1,0.5,4500,8000,500,6000,7500,5000,8000,2000,6000,5000,5250,1,0,1,3,1,1,1.16666666666667,31
"94",105,1996,"Somewhat","Moderately","Moderately","Moderately","Extremely","Moderately","Extremely",0,"Strongly Agree","Neither Agree nor Disagree","Somewhat Disagree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree",0,"Bachelor's degree or lower","Female",5,1000,3,2400,2,2900,1,4300,10,400,7,1700,8,4700,9,5400,4,3700,6,3000,"Less than $20,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Liberal","No","5f32b9bff91e7d02c32dd806","Caucasian","60501819836a254b3eba59ff","605012aa337705b7329e7998","{'attCheckEnd': 224731, 'consentEnd': 22613, 'demographicsEnd': 289886, 'introEnd': 52128, 'study0End': 98546, 'studyEnd': 210413}","pre",224731,22613,289886,52128,98546,210413,"The images that depicted a person were unsettling, especially if it appeared that the person in the image was facing the viewer.",2,3,3,3,4,3,4,3,0,0,0,0,0,0,2,0,400,4300,1700,1000,4700,3000,5400,2900,2400,3700,2950,2,1,4,2,3,2,2.33333333333333,25
"95",106,1944,"Somewhat","Slightly","Not at all","Somewhat","Not at all","Slightly","Not at all",0,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",1,"Associate degree or lower","Male",5,100,2,0,8,200,3,0,4,0,9,100,1,0,10,0,7,0,6,0,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat conservative","No","5f35dfaee0a84d62cf9b3e7c","","605032debc73d53efea28b7a","605012aa337705b7329e7998","{'attCheckEnd': 234758, 'consentEnd': 11304, 'demographicsEnd': 313103, 'introEnd': 41878, 'study0End': 88591, 'studyEnd': 216343}","pre",234758,11304,313103,41878,88591,216343,"I did not think much of the majority of them but one man's art is another man's junk.",2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,200,0,100,0,0,0,40,0,0,0,0,0,0,0,77
"96",108,1991,"Moderately","Slightly","Slightly","Slightly","Slightly","Slightly","Somewhat",1,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree",0,"Bachelor's degree or lower","Female",5,200,10,300,8,700,4,200,3,600,1,700,2,400,6,200,9,700,7,1100,"$80,000-$99,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f3c47f3fe4490aa1a914ac4","Caucasian","605019653186b694ac4deebe","605012aa337705b7329e7998","{'attCheckEnd': 194173, 'consentEnd': 4292, 'demographicsEnd': 254431, 'introEnd': 18841, 'study0End': 71502, 'studyEnd': 184396}","pre",194173,4292,254431,18841,71502,184396,"They seemed like composites of similar, human created art",3,1,1,1,1,1,2,1.33333333333333,0,0,0,0,0,0,0,0,300,700,1100,200,700,200,700,400,600,200,510,1,0,0,1,0,0,0.333333333333333,30
"97",109,1997,"Moderately","Somewhat","Somewhat","Moderately","Slightly","Somewhat","Slightly",0,"Strongly Agree","Somewhat Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree",0,"Bachelor's degree or lower","Male",4,100,10,200,9,1000,5,100,8,500,2,400,6,100,3,100,7,300,1,600,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Liberal","No","5f40442792000717762de583","African American","60502fb6e9fa0f7a34a94e78","605012aa337705b7329e7998","{'attCheckEnd': 251681, 'consentEnd': 20780, 'demographicsEnd': 348243, 'introEnd': 103091, 'study0End': 137549, 'studyEnd': 225386}","pre",251681,20780,348243,103091,137549,225386,"",3,2,2,3,1,2,1,2.16666666666667,0,0,0,0,0,0,1,0,200,600,300,100,500,100,1000,400,100,100,340,3,0,2,2,2,1,1.66666666666667,24
"98",110,1991,"Somewhat","Somewhat","Not at all","Somewhat","Not at all","Somewhat","Moderately",1,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",0,"Associate degree or lower","Male",7,500,10,3300,1,2500,3,3800,2,1600,4,5500,8,2500,5,3600,9,2700,6,700,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f4873a5fca470329f539fdf","Caucasian","605030b04b08c4a74e9bf20e","605012aa337705b7329e7998","{'attCheckEnd': 183600, 'consentEnd': 10554, 'demographicsEnd': 232273, 'introEnd': 47846, 'study0End': 130782, 'studyEnd': 173947}","post",183600,10554,232273,47846,130782,173947,"AI generated works are always interesting, the little imperfections and ""mistakes"" in images featuring people, can almost look intended sometimes.",2,2,0,2,0,2,3,1.33333333333333,0,0,0,0,0,0,0,0,3300,2500,500,3600,2500,700,2700,1600,3800,5500,2670,0,0,0,1,0,1,0.333333333333333,30
"99",112,1981,"Extremely","Moderately","Not at all","Extremely","Moderately","Not at all","Somewhat",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1,"Some college","Female",5,8900,3,6100,9,10000,4,10000,8,6200,2,1500,6,10000,1,700,10,8600,7,7000,"Less than $20,000","Not at all","Moderately","Slightly","Slightly","Somewhat","Not at all","Slightly","Liberal","No","5f4b4296c6a7d06f107035c7","Hispanic","60504086bbc99549bf39c31c","605012aa337705b7329e7998","{'attCheckEnd': 461683, 'consentEnd': 11104, 'demographicsEnd': 755952, 'introEnd': 77044, 'study0End': 229121, 'studyEnd': 403492}","pre",461683,11104,755952,77044,229121,403492,"",4,3,0,4,3,0,2,2.33333333333333,0,3,1,1,2,0,1,1.16666666666667,8600,700,7000,8900,6200,10000,10000,1500,6100,10000,6900,4,0,4,4,4,4,3.33333333333333,40
"100",113,1994,"Moderately","Not at all","Extremely","Extremely","Moderately","Somewhat","Moderately",0,"Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree",0,"Some college","Non-binary",9,200,4,1500,3,200,6,800,8,200,1,200,10,2000,5,1500,2,200,7,500,"$60,000-$79,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f4d1708e4aa390b8063c42d","Asian","605055449eea6e4275c8c7c6","605012aa337705b7329e7998","{'attCheckEnd': 229940, 'consentEnd': 19719, 'demographicsEnd': 285830, 'introEnd': 39416, 'study0End': 164183, 'studyEnd': 218850}","post",229940,19719,285830,39416,164183,218850,"I felt that the AI-generated images of people were more striking than the images of landscapes, so I gave them a higher appraisal. The images of the landscapes were visually appealing, but they seemed like the type of art one would buy a print of to hang in their house.",3,0,4,4,3,2,3,2.66666666666667,0,0,0,0,0,0,0,0,2000,200,500,1500,200,800,200,200,200,1500,730,0,1,0,0,0,1,0.333333333333333,27
"101",115,1983,"Not at all","Somewhat","Somewhat","Extremely","Not at all","Not at all","Moderately",0,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,"High school or lower","Male",3,5500,5,6800,4,2400,7,900,1,2500,8,4000,2,4000,10,1800,9,1300,6,6700,"$40,000-$59,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","5f503dfc47022a1bc112557a","Caucasian","605042109ea3cf29ab4d0fb9","605012aa337705b7329e7998","{'attCheckEnd': 1148719, 'consentEnd': 1035063, 'demographicsEnd': 1227950, 'introEnd': 1050094, 'study0End': 1110136, 'studyEnd': 1139790}","post",1148719,1035063,1227950,1050094,1110136,1139790,"",0,2,2,4,0,0,3,1.33333333333333,0,0,0,0,0,0,0,0,1800,2500,900,6800,4000,6700,1300,4000,5500,2400,3590,1,1,1,1,2,2,1.33333333333333,38
"102",116,2001,"Moderately","Somewhat","Somewhat","Extremely","Moderately","Moderately","Moderately",0,"Strongly Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree",1,"Some college","Female",1,4900,4,3600,10,2300,2,7500,9,1400,3,6200,5,1000,8,800,7,600,6,1200,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","5f5328104f8d2d6363b0e4ee","Caucasian","60501b19a880f225e5bb8872","605012aa337705b7329e7998","{'attCheckEnd': 160690, 'consentEnd': 15839, 'demographicsEnd': 220264, 'introEnd': 33786, 'study0End': 65226, 'studyEnd': 153483}","pre",160690,15839,220264,33786,65226,153483,"I thought some of them were cool but others had clear flaws. I also think they are worth less than if an actual person had created them because no emotion went into creating them.",3,2,2,4,3,3,3,2.83333333333333,0,0,0,0,0,0,0,0,2300,4900,600,1000,800,1200,1400,7500,6200,3600,2950,1,0,1,1,0,1,0.666666666666667,20
"103",117,1987,"Extremely","Extremely","Somewhat","Extremely","Slightly","Moderately","Moderately",1,"Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Neither Agree nor Disagree",1,"Bachelor's degree or lower","Female",2,5500,1,3800,6,4000,9,7500,7,3100,5,5700,3,3800,10,8200,4,7700,8,6300,"$60,000-$79,999","Not at all","Not at all","Not at all","Slightly","Slightly","Not at all","Moderately","Conservative","No","5f53927e3a8bb66b0f07d471","Caucasian","605058ed45aa684607859dd4","605012aa337705b7329e7998","{'attCheckEnd': 1054425, 'consentEnd': 50241, 'demographicsEnd': 1605164, 'introEnd': 497409, 'study0End': 939255, 'studyEnd': 1039128}","post",1054425,50241,1605164,497409,939255,1039128,"i think they were cool",4,4,2,4,1,3,3,3,0,0,0,1,1,0,3,0.333333333333333,8200,3800,3100,5700,6300,4000,7500,5500,3800,7700,5560,3,2,1,1,0,2,1.5,34
"104",118,2000,"Somewhat","Somewhat","Moderately","Moderately","Moderately","Moderately","Extremely",1,"Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",0,"Some college","Female",1,3000,4,6000,2,2500,7,1500,10,7000,3,3500,5,7500,8,5300,9,5000,6,6300,"Prefer not to respond","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Liberal","No","5f53b2447006af0a1b864692","Caucasian","605032ae108b9edd12793e17","605012aa337705b7329e7998","{'attCheckEnd': 165521, 'consentEnd': 5614, 'demographicsEnd': 224139, 'introEnd': 21791, 'study0End': 118146, 'studyEnd': 155310}","post",165521,5614,224139,21791,118146,155310,"",2,2,3,3,3,3,4,2.66666666666667,0,0,0,0,0,0,1,0,7000,3000,1500,7500,5300,6300,5000,2500,3500,6000,4760,3,0,3,2,2,3,2.16666666666667,21
"105",119,2000,"Somewhat","Moderately","Slightly","Extremely","Slightly","Moderately","Not at all",0,"Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,"Some college","Female",4,3000,6,7000,10,500,1,6500,5,3000,7,300,3,2000,8,1500,2,1000,9,2500,"$100,000-$150,000","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Liberal","No","5f59196cdfe283117d6e909e","Caucasian","605040ad3c1cefc0759f500d","605012aa337705b7329e7998","{'attCheckEnd': 213272, 'consentEnd': 86208, 'demographicsEnd': 252981, 'introEnd': 101418, 'study0End': 127674, 'studyEnd': 205370}","pre",213272,86208,252981,101418,127674,205370,"I thought that for the most part, the images felt like they could have been created by a person. I preferred the portraits over landscape paintings.",2,3,1,4,1,3,0,2.33333333333333,0,0,0,0,0,0,2,0,500,6500,300,3000,1500,7000,2500,1000,2000,3000,2730,1,1,1,2,2,2,1.5,21
"106",120,1995,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all",0,"Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree",0,"Bachelor's degree or lower","Female",7,5000,8,4300,9,3900,6,6600,3,5300,5,3800,1,8200,10,3800,2,2200,4,3300,"Prefer not to respond","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f5967d6e280e61b2db8e55c","Asian","605040cc4de607338c4c67cd","605012aa337705b7329e7998","{'attCheckEnd': 125580, 'consentEnd': 2681, 'demographicsEnd': 174694, 'introEnd': 26048, 'study0End': 84974, 'studyEnd': 116642}","post",125580,2681,174694,26048,84974,116642,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,8200,5000,3800,4300,6600,3900,2200,5300,3300,4640,1,1,0,0,1,1,0.666666666666667,26
"107",121,1997,"Not at all","Not at all","Slightly","Moderately","Slightly","Slightly","Moderately",0,"Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree",0,"Some college","Female",2,6000,6,4000,9,6500,10,4500,4,3400,8,4000,5,5000,7,3000,1,3500,3,4500,"$20,000-$39,999","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","5f5ae0be76a9511f219212a9","Caucasian","605032892d35d270d3906e35","605012aa337705b7329e7998","{'attCheckEnd': 165186, 'consentEnd': 23557, 'demographicsEnd': 223788, 'introEnd': 49991, 'study0End': 123642, 'studyEnd': 155220}","post",165186,23557,223788,49991,123642,155220,"",0,0,1,3,1,1,3,1,0,0,0,0,0,0,0,0,4500,3500,3000,5000,4000,4000,6500,6000,4500,3400,4440,2,0,3,3,1,1,1.66666666666667,24
"108",122,1988,"Moderately","Moderately","Moderately","Moderately","Somewhat","Moderately","Moderately",0,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",0,"Bachelor's degree or lower","Male",9,2900,2,1200,3,3600,6,4200,8,800,5,4800,7,5900,4,6400,1,7500,10,8900,"$80,000-$99,999","Slightly","Not at all","Not at all","Not at all","Slightly","Not at all","Moderately","Liberal","No","5f5cbf15f0fc870614b7221c","Caucasian","605040e15960cce7e04e3952","605012aa337705b7329e7998","{'attCheckEnd': 256284, 'consentEnd': 15001, 'demographicsEnd': 381913, 'introEnd': 42899, 'study0End': 184933, 'studyEnd': 232460}","post",256284,15001,381913,42899,184933,232460,"",3,3,3,3,2,3,3,2.83333333333333,1,0,0,0,1,0,3,0.333333333333333,8900,7500,5900,4800,800,4200,2900,1200,3600,6400,4620,0,0,0,0,0,0,0,33
